ids,instructions,Verbs
3d60de7714,Serve with your favourite salad and a glass of Mallee Rock Shiraz Cabernet Sauvignon.,serve
be9ddd9053,In a small saucepan saute apple in butter for 2-3 minutes or until starting to soften.,saute
be9ddd9053,"Add cinnamon and brown sugar, stir and simmer one minute.","add,stir,simmer"
be9ddd9053,"Stir in oatmeal, milk and walnuts if desired.",stir
be9ddd9053,Stir and cook for 3-5 minutes or until oatmeal is cooked and everything smells good.,"stir,cook"
be9ddd9053,Serve with love.,serve
c197755feb,Preheat oven to 325 degrees F.,preheat
c197755feb,"With a pastry brush, coat liberally each of the bread slices with olive oil and then with the balsamic vinegar.",coat
c197755feb,Sprinkle all the bread slices with salt and then pepper.,sprinkle
c197755feb,"Place slices in the oven and let toast for 15-20 minutes (cooking times will vary with ovens), until the crust and center is crisp.","place,toast"
c197755feb,Turn off the oven.,turn off
c197755feb,Top each slice of bread with ricotta cheese and then the blackberries.,top
c197755feb,Make sure the whole of the bread slices are covered in ricotta.,covered
c197755feb,Make sure most of the ricotta cheese is covered by blackberries.,covered
c197755feb,"Place the complete slices back in the oven (which should still be cooling) for 10-15 minutes, making sure the blackberries do not become soft and mushy.",place
c197755feb,They should retain some mild firmness.,none
c197755feb,Remove the slices from the oven.,remove
c197755feb,Serve immediately.,serve
c197755feb,Enjoy!,none
536b881381,Preheat oven to 350 degrees F.,preheat
536b881381,"Spray an 8-inch square casserole dish or baking pan with nonstick spray, or lightly rub with oil.","spray,lightly rub"
536b881381,"In a mixing bowl, combine egg whites, evaporated milk, and flour, whisking to blend.","combine,whisking,blend"
536b881381,"Place half the chiles in the casserole dish, and cover with half of the egg mixture.","place,cover"
536b881381,"Reserving 1/2 cup of each type of cheese for topping, sprinkle the 1/2 of the remainder of the cheese over chiles.","sprinkle,reserve"
536b881381,"Layer again with the chiles, top with the remaining egg mixture, the other half of the cheese, and then cover that with the tomato sauce.","layer,top,cover"
536b881381,Place the casserole in the preheated oven and bake for 25 minutes,"place,preheated,bake"
536b881381,then sprinkle the reserved cheese (1/2 cup of each) on top of the rellenos.,sprinkle
536b881381,"Replace in the oven and continue to bake for an additional 20-25 minutes or until the edges are bubbly, and the cheese is nicely melted.","replace,bake,melted"
536b881381,Allow to rest 5 minutes or so before slicing into servings.,"rest,slicing"
bbe189a3a9,"In large skillet, heat oil over medium heat.",heat
bbe189a3a9,Add garlic and saute 1 minute.,"add,saute"
bbe189a3a9,"Add mushrooms and saute 3 minutes, until mushrooms release juice.","add,saute"
bbe189a3a9,Add broccoli and rosemary and cook 3 to 5 minutes or until broccoli is crisp-tender.,"add,cook"
bbe189a3a9,Season to taste with salt and pepper.,season
cdee03ff43,Heat the oven to 400.,heat
cdee03ff43,Season the orange-roughy fillets with 1/4 teaspoon of salt and 1/8 teaspoon of pepper.,season
cdee03ff43,Put the fish fillets in a glass or stainless-steel baking dish and add the wine and the 1/4 cup oil to the dish.,"put,add"
cdee03ff43,"Bake the fish until just done, about 12 minutes for 3/4-inch-thick fillets.",bake
cdee03ff43,"Meanwhile, in a small frying pan, toast the bread crumbs over low heat, stirring, until they""re light brown and fragrant, about 4 minutes.","toast,stirring"
cdee03ff43,"Stir in the garlic, lemon zest, and parsley and cook 1 minute longer.",stir
cdee03ff43,Remove from the heat and stir in 1/8 teaspoon each salt and pepper and the remaining 2 tablespoons oil.,"remove,stir"
cdee03ff43,Transfer the fish to plates.,transfer
cdee03ff43,Sprinkle with the bread crumbs and spoon the pan juices around the fish.,"sprinkle,spoon"
fba05cc66d,"Divide the rice into body and hand sections, wrap and shape.","divide,wrape,shape"
fba05cc66d,Cut out the nori for the face.,cut out
fba05cc66d,"When the rice has cooled, put it into your bento box and stick on the nori face parts.","put,stick,cooled"
fba05cc66d,Add a little ketchup to the cheeks for color.,add
6f712f2821,Preheat oven to 375 degrees F.,preheat
6f712f2821,Lightly grease pans.,lightly grease
6f712f2821,"This makes about 24 muffins, a large cake or 2 loaves of bread.",none
6f712f2821,Combine dry ingredients and mix well.,"combine,mix"
6f712f2821,"Mix yogurt, egg and oil and add to the dry ingredients.","mix,add"
6f712f2821,Fold in the rhubarb (or fruit of your choice,fold
6f712f2821," I used Rhubarb but any fruit would work , maybe even apples or bananas).",none
6f712f2821,You can also add raisins or nuts.,add
6f712f2821,Bake for 2535 minutes on the middle rack.,bake
6b0457e226,Line 2 small cookie sheets or jelly roll pans lined with parchment or foil.,line
6b0457e226,Set racks in the upper and lower thirds of the oven and preheat to 425.,"set,lower,preheat"
6b0457e226,"Stir together the flour, sugar, and baking powder in a large bowl.",stir
6b0457e226,"Rub in the butter finely, using your hands or a pastry blender.",rub
6b0457e226,Use a fork to beat together the egg and buttermilk.,beat
6b0457e226,Add them to the flour mixture.,add
6b0457e226,"Use the fork to gently mix in the liquid, scraping up from the bottom of the bowl, with a movement similar to the one used to fold in egg whites.","gently mix,scraping"
6b0457e226,Continue until all the dry ingredients are evenly moistened.,none
6b0457e226,"Scrape the dough out onto a floured surface, and gently fold it over on itself 2 or 3 times.","scrape,gently fold"
6b0457e226,"Cut the dough into 4 pieces and press each piece into a 5"" disk.","cut,press"
6b0457e226,"Place the disks on the prepared pans, 2 disks to a pan.",place
6b0457e226,"Use a knife or bench scraper to cut each disk into quarters, but dont separate the quarters.",cut
6b0457e226,"Bake the scones until they are well risen and deep golden, about 12-15 minutes.",bake
6b0457e226,Leave the scones on the pans to cool for a few minutes.,"leave,cool"
b6cc8bea86,Whisk the first six ingredients in a bowl.,whisk
b6cc8bea86,Combine the pork tenderloin and the marinade mixture in a Ziploc bag.,"combine,marinade"
b6cc8bea86,Refrigerate for up to 24 hours.,refrigerate
b6cc8bea86,(I buy the huge packages of pork tenderloin at the warehouse store and freeze two of them in the marinade for future use.,none
b6cc8bea86,It defrosts and marinates at the same time!),"defrost,marinates"
b6cc8bea86,Prepare your grill for direct grilling.,"prepare,grilling"
b6cc8bea86,"When the grill is hot, clean and oil your grates.",clean
b6cc8bea86,Grill the pork tenderloin for 4 minutes on each of the 4 sides.,grill
b6cc8bea86,"After about 15 to 16 minutes, the temperature on an instant read thermometer should be 140 degrees F.",none
b6cc8bea86,"When the temp reaches 140 F, remove the tenderloins from the grill and tent on a platter with foil.","remove,tent"
b6cc8bea86,Let rest for about 5 minutes.,rest
b6cc8bea86,"While the meat is resting, combine the currant jelly, 1 tablespoon soy sauce and 2 tablespoons sherry in a small sauce pan.","rest,combine"
b6cc8bea86,"Simmer over medium heat until the jelly is melted and the mixture is combined thoroughly, about 3 to 4 minutes.","simmer,melted,combined"
b6cc8bea86,Serve the sliced pork tenderloin with the currant jelly sauce.,serve
b6cc8bea86,"NOTE: I use the minced ginger that comes in the jar, sort of fresh, and I also use fresh thyme.",none
b6cc8bea86,This recipe has measurements for dried spices.,none
b6cc8bea86,"If you use fresh, double the amount for more flavor.",double
c07c81e736,Preheat the oven to 375 degrees F (190 degrees C).,preheat
c07c81e736,"In a small bowl, mix together the butter, olive oil, garlic, pesto, basil, oregano, Parmesan cheese and Alfredo sauce.",mix
c07c81e736,Arrange the chicken on top of the pizza crust.,arrange
c07c81e736,Pour the Alfredo sauce mixture evenly over the chicken.,pour
c07c81e736,Top with tomato and feta cheese.,top
c07c81e736,"Bake for 10 to 15 minutes in the preheated oven, until the crust is lightly browned and toppings are toasted.",bake
c07c81e736,Cut into wedges to serve.,cut
de6a9e3577,"Combine gelatin, milk, water and sugar in a saucepan.",combine
de6a9e3577,"Cook over low heat, stirring gradually.","cook,stirring"
de6a9e3577,Add lemon juice and cook until gelatin is melted well.,"add,cook"
de6a9e3577,Remove from heat.,remove
de6a9e3577,Let it cool.,cool
de6a9e3577,Stir in cream.,stir
de6a9e3577,Add fruits and pour into desired mold pan.,"add,pour"
de6a9e3577,"Refrigerate to chill until firm, for 2-3 hours.",refrigerate
de6a9e3577,"Serve, share... and enjoy its deliciousness!!",serve
de6a9e3577,!,none
9e370d3768,Preheat oven to 325 degrees F.,preheat
9e370d3768,Heat a large oven proof skillet to medium high heat.,heat
9e370d3768,Brown sausage links on each side.,brown
9e370d3768,"Once all of the sides are browned, place in an oven proof dish.",place
9e370d3768,Roast in oven for 30 minutes.,roast
9e370d3768,While sausage is roasting,roasting
9e370d3768," saute bell pepper, onion and garlic, for about 10 minutes over medium heat.",saute
9e370d3768,"Once they start to soften, add the cup of sauce, roasted peppers, basil, garlic powder, pepper flakes, salt and pepper, and cheese, continue cooking for 5 more minutes stirring frequently.","add,stirring"
9e370d3768,"Remove sausage from oven, slice into pieces and addthe peppers and onions.","remove,slice,add"
9e370d3768,Return skillet to oven for another 20 minutes until hot and bubbly and sauce is reduced.,return
e5ddf34b43,Heat the oil in a saucepan and gently cook the onions over a medium-low heat until almost translucent,"heat,cook"
e5ddf34b43,Add the garlic and cook a minute or two before stirring in the dried lentils and stock,"add,cook,stirring"
e5ddf34b43,"Bring to the boil, then turn down and let simmer for 25 minutes or until the lentils are cooked and have absorbed mostly all of the stock","bring,boil,turn down,simmer"
e5ddf34b43,"Meanwhile, preheat the oven to gas 4 / 180C / 350F and lightly grease a 9"" x 13"" casserole dish","preheat,grease"
e5ddf34b43,"Mix the peppers, apple chopped tomatoes and basil into the lentils and season with a shake of salt & pepper","mix,shake"
e5ddf34b43,Pour the mixture into the casserole dish and top with as much or as little cheese as you like,pour
e5ddf34b43,Bake for 30 minutes,bake
e5ddf34b43,Let stand 5 minutes before serving with a side salad or some crusty bread,"stand,serving"
053a118957,Put the chicken tenders in enough water plus sake to cover.,put
053a118957,Turn on the heat and bring to a boil.,"turn on,boil"
053a118957,As soon as it comes to a boil turn off the heat and leave it there.,"turn off,leave"
053a118957,When the cooking liquid has cooled take the tenders out and shred them with your hands.,"take,shred"
053a118957,Take at the sinew at this point.,take
053a118957,Chop the cabbage up roughly and microwave for 3 minutes.,"chop,microwave"
053a118957,Squeeze out any excess moisture.,squeeze
053a118957,You can blanch the cabbage instead!,blanch
053a118957,"Mix together the sauce ingredients (mayonnaise, miso, milk, ground sesame seeds, pepper).",mix
053a118957,Arrange the cabbage and chicken on a serving plate and pour the sauce on top.,"arrange,pour"
053a118957,Serve.,serve
053a118957,"It's also good if you mix the cabbage, chicken and sauce all together.",mix
c9f10c30be,Heat oven to 350 degrees F.,heat
c9f10c30be,Prepare cake batter and bake as directed on package for 24 cupcakes.,prepare
c9f10c30be,Cool in pans 10 min.,cool
c9f10c30be,Remove from pans to wire racks,remove
c9f10c30be,cool completely.,cool
c9f10c30be,Microwave peanut butter in microwaveable bowl on HIGH 30 sec.,microwave
c9f10c30be,,none
c9f10c30be,stir.,stir
c9f10c30be,"Spread onto tops of cupcakes, adding about 1 tsp.",spread
c9f10c30be,to each.,none
c9f10c30be,Cool.,cool
c9f10c30be,Blend milk and banana in blender until smooth.,blend
c9f10c30be,Beat cream cheese and butter in large bowl with mixer until blended.,beat
c9f10c30be,"Add sugar, vanilla and banana mixture",add
c9f10c30be,beat until light and fluffy.,beat
c9f10c30be,"Spread onto cupcakes, adding about 2 Tbsp.",spread
c9f10c30be,to each.,none
c9f10c30be,Sprinkle with nuts.,sprinkle
8cebafcf1a,1,none
8cebafcf1a,Place potato pieces in a large microwave-safe bowl.,place
8cebafcf1a,Cover bowl with plastic wrap,cover
8cebafcf1a,cut a 1-inch slit in center of plastic wrap.,cut
8cebafcf1a,Microwave at HIGH 10 minutes.,microwave
8cebafcf1a,Let stand for 2 minutes.,let stand
8cebafcf1a,Add yogurt and remaining ingredients to bowl,add
8cebafcf1a,mash with a potato masher.,mash
c0d75ac58a,Preheat oven to 375.Remove white papery skin from garlic head (do not peel or separate the cloves).,"preheat,remove,peel,seperate"
c0d75ac58a,Wrap head in foil.,wrap
c0d75ac58a,Bake at 375 for 45 minutes,bake
c0d75ac58a,cool for 10 minutes.,cool
c0d75ac58a,Separate cloves,seperate
c0d75ac58a,squeeze to extract garlic pulp.,squeeze
c0d75ac58a,Discard skins.Bring 1 cup water to a boil in a saucepan.,"discard,boil"
c0d75ac58a,Add tomatoes,add
c0d75ac58a,cover and remove from heat.,"cover,remove"
c0d75ac58a,Let stand 10 minutes.,let stand
c0d75ac58a,"Drain tomatoes in a colander over a bowl, reserving 1/4 cup liquid.Place garlic pulp, tomatoes, 1/4 cup reserved liquid, oil, and remaining ingredients in a food processor","drain,reserving,place"
c0d75ac58a,process until smooth.,process
ece7f88504,Whisk together the olive oil and balsamic vinegar in a large bowl.,whisk
ece7f88504,"Add the cucumber, tomatoes, arugula, and alfalfa sprouts",add
ece7f88504,toss to coat.,toss
ece7f88504,Season to taste with salt and pepper before serving.,season
9dde77c3e2,choose a microwave safe bowl or ramekin (look for one that is about the diameter of your chosen bread product),none
9dde77c3e2,spray above container with non-stick cooking spray,spray
9dde77c3e2,break 2 eggs into your container,break
9dde77c3e2,"add salt, pepper, and if desired parsley and/or chives to eggs",add
9dde77c3e2,beat egg mixture with fork until blended Note: you must make sure egg yolks are broken or they may explode in microwave,beat
